;EKDK-AB/4;ELEMENTY DﾊBOWE KLEJONE NA D｣UGO姑;AB;0-4;44;-;-;-;-;1;-;-;-;250,00 zｳ
;EKJL-AA/1,5;ELEMENTY JESIONOWE LITE NA D｣UGO姑;AA;0-1,5;44;-;-;-;-;1;-;-;-;330,00 zｳ
;EKJL-AB/1,5;ELEMENTY JESIONOWE LITE NA D｣UGO姑;AB;0-,15;44;-;-;-;-;1;-;-;-;250,00 zｳ
;EKJL-AA/3;ELEMENTY JESIONOWE LITE NA D｣UGO姑;AA;1,5-3;44;-;-;-;-;1;-;-;-;400,00 zｳ
;EKJL-AB/3;ELEMENTY JESIONOWE LITE NA D｣UGO姑;AB;1,5-3;44;-;-;-;-;1;-;-;-;360,00 zｳ
;EKJL-AA/4;ELEMENTY JESIONOWE LITE NA D｣UGO姑;AA;04-mar;44;-;-;-;-;1;-;-;-;525,00 zｳ
;EKJL-AB/4;ELEMENTY JESIONOWE LITE NA D｣UGO姑;AB;04-mar;44;-;-;-;-;1;-;-;-;400,00 zｳ
;EKJK-AA/4;ELEMENTY JESIONOWE KLEJONE NA D｣UGO姑;AA;0-4;44;-;-;-;-;1;-;-;-;330,00 zｳ
;EKJK-AB/4;ELEMENTY JESIONOWE KLEJONE NA D｣UGO姑;AB;0-4;44;-;-;-;-;1;-;-;-;250,00 zｳ
;EKBL-AA/1,5;ELEMENTY BUKOWE LITE NA D｣UGO姑;AA;0-1,5;44;-;-;-;-;1;-;-;-;330,00 zｳ
;EKBL-AB/1,5;ELEMENTY BUKOWE LITE NA D｣UGO姑;AB;0-,15;44;-;-;-;-;1;-;-;-;250,00 zｳ
;EKBL-AA/3;ELEMENTY BUKOWE LITE NA D｣UGO姑;AA;1,5-3;44;-;-;-;-;1;-;-;-;400,00 zｳ
;EKBL-AB/3;ELEMENTY BUKOWE LITE NA D｣UGO姑;AB;1,5-3;44;-;-;-;-;1;-;-;-;360,00 zｳ
;EKBK-AA/4;ELEMENTY BUKOWE KLEJONE NA D｣UGO姑;AA;0-4;44;-;-;-;-;1;-;-;-;330,00 zｳ
;EKBK-AB/4;ELEMENTY BUKOWE KLEJONE NA D｣UGO姑;AB;0-4;44;-;-;-;-;1;-;-;-;250,00 zｳ
;EKSL-AA/1,5;ELEMENTY SOSNOWE LITE NA D｣UGO姑;AA;0-1,5;44;-;-;-;-;1;-;-;-;180,00 zｳ
;EKSL-AB/1,5;ELEMENTY SOSNOWE LITE NA D｣UGO姑;AB;0-,15;44;-;-;-;-;1;-;-;-;150,00 zｳ
;EKSL-AA/3;ELEMENTY SOSNOWE LITE NA D｣UGO姑;AA;1,5-3;44;-;-;-;-;1;-;-;-;200,00 zｳ
;EKSL-AB/3;ELEMENTY SOSNOWE LITE NA D｣UGO姑;AB;1,5-3;44;-;-;-;-;1;-;-;-;170,00 zｳ
;EKSL-AA/4;ELEMENTY SOSNOWE LITE NA D｣UGO姑;AA;04-mar;44;-;-;-;-;1;-;-;-;300,00 zｳ
;EKSL-AB/4;ELEMENTY SOSNOWE LITE NA D｣UGO姑;AB;04-mar;44;-;-;-;-;1;-;-;-;200,00 zｳ
;EKSK-AA/4;ELEMENTY SOSNOWE KLEJONE NA D｣UGO姑;AA;0-4;44;-;-;-;-;1;-;-;-;180,00 zｳ
;EKSK-AB/4;ELEMENTY SOSNOWE KLEJONE NA D｣UGO姑;AB;0-4;44;-;-;-;-;1;-;-;-;150,00 zｳ
;;;;;;;;;;;;;-;
;SZJ;SZLIFOWANIE JEDNOSTRONNE;-;-;-;-;-;-;-;1;-;-;-;20,00 zｳ
;SZD;SZLIFOWANIE DWUSTRONNE;-;-;-;-;-;-;-;1;-;-;-;40,00 zｳ
;F;FORMATYZOWANIE;;;;;;;;;;;;10% WARTO靴I MATERIA｣U
;PMB;P｣YTA MEBLOWA BUKOWA (ZAPYTAJ U SPRZEDAWCY);;;;;;;;;;;;
;;;;;;;;;;;;;;
RAMIAK DRZWIOWY;RDD-43/125;KLEJONKA DﾊBOWA OB｣OGOWANA OB｣OG･ DﾊBOW･;-;2,15;43;125;-;-;-;-;1;-;-;38,00 zｳ
;RDD-43/135;KLEJONKA DﾊBOWA OB｣OGOWANA OB｣OG･ DﾊBOW･;-;2,15;43;135;-;-;-;-;1;-;-;41,00 zｳ
;RDD-43/145;KLEJONKA DﾊBOWA OB｣OGOWANA OB｣OG･ DﾊBOW･;-;2,15;43;145;-;-;-;-;1;-;-;44,00 zｳ
;RDJ-43/125;KLEJONKA JESIONOWA OB｣OGOWANA OB｣OG･ JESIONOW･;-;2,15;43;125;-;-;-;-;1;-;-;35,00 zｳ
;RDJ-43/135;KLEJONKA JESIONOWA OB｣OGOWANA OB｣OG･ JESIONOW･;-;2,15;43;135;-;-;-;-;1;-;-;38,00 zｳ
;RDJ-43/145;KLEJONKA JESIONOWA OB｣OGOWANA OB｣OG･ JESIONOW･;-;2,15;43;145;-;-;-;-;1;-;-;41,00 zｳ
;RDO-43/125;KLEJONKA OLCHOWA OB｣OGOWANA OB｣OG･ OLCHOW･;-;2,15;43;125;-;-;-;-;1;-;-;34,00 zｳ
;RDO-43/145;KLEJONKA OLCHOWA OB｣OGOWANA OB｣OG･ OLCHOW･;-;2,15;43;145;-;-;-;-;1;-;-;39,00 zｳ
;RDS-43/125;KLEJONKA SOSNOWA OB｣OGOWANA OB｣OG･ SOSNOW･;-;2,15;43;125;-;-;-;-;1;-;-;33,00 zｳ
;RDS-43/145;KLEJONKA SOSNOWA OB｣OGOWANA OB｣OG･ SOSNOW･;-;2,15;43;145;-;-;-;-;1;-;-;38,00 zｳ
;RDD-68/135;KLEJONKA DﾊBOWA OB｣OGOWANA OB｣OG･ DﾊBOW･;-;2,15;68;135;-;-;-;-;1;-;-;65,00 zｳ
;RDS-68/135;KLEJONKA SOSNOWA OB｣OGOWANA OB｣OG･ SOSNOW･;-;2,15;68;135;-;-;-;-;1;-;-;55,00 zｳ
;RDJ-68/135;KLEJONKA JESIONOWA OB｣OGOWANA OB｣OG･ JESIONOW･;-;2,15;68;135;-;-;-;-;1;-;-;63,00 zｳ
;RDO-68/135;KLEJONKA OLCHOWA OB｣OGOWANA OB｣OG･ OLCHOW･;-;2,15;68;135;-;-;-;-;1;-;-;58,00 zｳ
;OD-4;OB｣OGI DﾊBOWE;-;2,15;4;-;-;-;-;1;-;-;-;65,00 zｳ
;OD-3;OB｣OGI DﾊBOWE;-;2,15;3;-;-;-;-;1;-;-;-;55,00 zｳ
;OJ-4;OB｣OGI JESIONOWE;-;2,15;4;-;-;-;-;1;-;-;-;65,00 zｳ
;OJ-3;OB｣OGI JESIONOWE;-;2,15;3;-;-;-;-;1;-;-;-;55,00 zｳ
;OS-4;OB｣OGI SOSNOWE;-;2,15;4;-;-;-;-;1;-;-;-;45,00 zｳ
;OS-3;OB｣OGI SOSNOWE;-;2,15;3;-;-;-;-;1;-;-;-;35,00 zｳ
;OL-4;OB｣OGI OLCHOWE;-;2,15;4;-;-;-;-;1;-;-;-;55,00 zｳ
;OL-3;OB｣OGI OLCHOWE;-;2,15;3;-;-;-;-;1;-;-;-;45,00 zｳ
;;;;;;;;;;;;;;
AKCESORIA POD｣OGOWE;MAT-100;MATA POD PARKIET;-;50;-;1;-;-;-;1;-;-;-;1 000,00 zｳ
;WB-280;GRUNT DO MASY - DO POD｣OｯA NIECH｣ONNY;-;-;-;-;5;-;-;-;-;-;1;108,00 zｳ
;C-700;MASA NAPRAWCZA;-;-;-;-;-;25;-;-;-;1;-;118,00 zｳ
;LIC-710;MASA SAMOPOZIOMUJ･CA;-;-;-;-;-;25;-;-;-;1;-;270,00 zｳ
;PB-230/4,5;GRUNT POLIURETANOWY;-;-;-;-;4,5;-;-;-;-;-;1;162,00 zｳ
;PB-230/9;GRUNT POLIURETANOWY;-;-;-;-;9;-;-;-;-;-;1;300,00 zｳ
;SU/5;ROZCIEﾑCZALNIK DO GRUNTU POLIURETANOWEGO ;-;-;-;-;5;-;-;-;-;-;1;104,00 zｳ
;SU/10;ROZCIEﾑCZALNIK DO GRUNTU POLIURETANOWEGO ;-;-;-;-;10;-;-;-;-;-;1;185,00 zｳ
;PB-235/5;GRUNT POLIURETANOWY NISKOEMISYJN;-;-;-;-;5;-;-;-;-;-;1;500,00 zｳ
;PB-235/10;GRUNT POLIURETANOWY NISKOEMISYJN;-;-;-;-;10;-;-;-;-;-;1;162,00 zｳ
;PB-890/5;KLEJ PU 2-SK｣ADNIKOWY;-;-;-;-;-;5;-;-;-;1;-;99,00 zｳ
;PB-890/10;KLEJ PU 2-SK｣ADNIKOWY;-;-;-;-;-;10;-;-;-;1;-;186,00 zｳ
;HB-810;KLEJ ELASTYCZNY HYBRYDOWY;-;-;-;-;-;15;-;-;-;1;-;350,00 zｳ
;PB-350;KLEJ PU NAPRAWKOWY;-;-;-;-;-;0,8;-;-;-;1;-;50,00 zｳ
;FS-410/5;SZPACHLA ROZPUSZCZALNIKOWA;-;-;-;-;5;-;-;-;-;-;1;140,00 zｳ
;FS-410/10;SZPACHLA ROZPUSZCZALNIKOWA;-;-;-;-;10;-;-;-;-;-;1;259,00 zｳ
;S-460/5;LAKIER PODK｣ADOWY SYNTETYCZNY;-;-;-;-;5;-;-;-;-;-;1;200,00 zｳ
;PW-460;LAKIER POLIURETANOWY WODNY 2K (Pﾓ｣MAT);-;-;-;-;5,35;-;-;-;-;-;1;414,00 zｳ
;AB-441;LAKIER 2K CHEMOUTWARDZALNY (Pﾓ｣MAT, PO｣YSK);-;-;-;-;4,95;-;-;-;-;-;1;207,00 zｳ
;PM-100;CZY靴IK DO POD｣ﾓG LAKIEROWANYCH;-;-;-;-;0,75;-;-;-;-;-;1;25,00 zｳ
;PM-120;軍ODEK PIELﾊGNACYJNY DO POD｣ﾓG;-;-;-;-;0,75;-;-;-;-;-;1;33,00 zｳ
;OL-610;OLEJ HS ;-;-;-;-;2,5;-;-;-;-;-;1;245,00 zｳ
;OL-610/R;ROZCIEﾑCZALNIK DO OLEJU OL-610;-;-;-;-;1;-;-;-;-;-;1;45,00 zｳ
;OL-610/2K;UTWARDZACZ DO OLEJU OL-610 - 2K;-;-;-;-;0,5;-;-;-;-;-;1;80,00 zｳ
;0L-611/1;OLEJ KOLORYZUJ･CY;-;-;-;-;1;-;-;-;-;-;1;135,00 zｳ
;OL-620/5;OLEJ DO POD｣ﾓG DREWNIANYCH;-;-;-;-;5;-;-;-;-;-;1;290,00 zｳ
;OL-650/5;OLEJOWOSK;-;-;-;-;5;-;-;-;-;-;1;490,00 zｳ
;OL-670/1;WOSK PIELﾊGNACYJNY;-;-;-;-;1;-;-;-;-;-;1;70,00 zｳ
;OL-680/1;MYD｣O DO POD｣ﾓG ;-;-;-;-;1;-;-;-;-;-;1;50,00 zｳ
;OL-690/1;OLEJ PIELﾊGNACYJNY;-;-;-;-;1;-;-;-;-;-;1;70,00 zｳ
